,uid,isbn,rating
3246,22563,0312855737,5
3252,22596,0002261820,8
3257,22632,0385511612,10
3259,22642,0440240840,3
3263,22671,0732275733,6
3264,22677,0345300203,5
3266,22684,0385475772,5
3276,22722,0425122123,7
3278,22722,0553209019,7
3283,22774,0698116852,7
3285,22785,0380729369,6
3293,22843,0671874349,6
3294,22857,0812564561,9
3295,22866,0671027344,10
3298,22904,0609600672,5
3300,22918,0689832923,8
3301,22919,0399145885,10
3303,22929,037570745X,7
3308,22987,0672307456,5
3312,23002,0440211344,7
3316,23018,0451198387,6
3317,23021,0971880107,10
3318,23025,0451458508,9
3324,23051,0743400739,5
3327,23068,0140258345,8
3332,23115,0802134483,8
3334,23145,1550544683,9
3339,23193,0345413903,4
3340,23199,0061043370,8
3343,23225,0517591812,7
3344,23242,0881411574,6
3346,23275,0425184323,6
3347,23275,0945575882,8
3348,23276,1841953229,7
3350,23296,0971880107,6
3354,23344,0452276381,6
3355,23350,031287717X,9
3361,23395,0486408884,7
3362,23426,0312044178,5
3366,23469,0451202856,3
3367,23469,0446604844,4
3369,23469,0446603589,5
3370,23469,0060924837,8
3373,23487,0876043902,5
3376,23491,0440222656,7
3384,23541,1551667967,6
3387,23566,0061013625,6
3389,23581,0312954468,5
3391,23603,0345380010,5
3393,23626,0855616539,7
3396,23653,0345391683,8
3397,23653,1586481398,9
3404,23702,0140430164,10
3412,23769,0553574574,1
3413,23772,0684874350,10
3416,23785,0553269631,8
3417,23792,0449002411,8
3419,23795,0345404769,7
3421,23811,1571310266,10
3427,23852,0312303726,7
3428,23852,1575666618,8
3430,23896,006101351X,8
3431,23904,0679728759,10
3437,23951,0345450698,8
3439,23966,0375707972,8
3445,24011,0684852047,8
3449,24020,0312274572,7
3456,24085,0399140093,10
3458,24111,0140293469,10
3461,24132,0906969778,8
3463,24140,0140067477,10
3465,24162,087113795X,10
3473,24223,0380789019,8
3474,24224,0385314698,7
3475,24240,0767905385,8
3476,24242,0399140824,9
3477,24243,0446363170,10
3478,24251,0061052507,7
3479,24256,0385505833,8
3481,24261,0971880107,6
3482,24262,0671664271,7
3484,24278,0345417623,7
3488,24299,0440218667,7
3491,24313,0897330137,8
3492,24333,0441005489,7
3494,24335,0842373195,7
3495,24344,0785264922,10
3498,24352,0671041789,9
3499,24365,0380008971,7
3501,24389,0064407667,4
3503,24437,0812931122,8
3505,24443,006091307X,6
3512,24509,0375404481,8
3519,24533,0330375253,6
3522,24533,0446522856,8
3525,24562,0374184232,6
3526,24568,0688118151,7
3527,24569,0385335482,8
3529,24576,0140440046,7
3530,24576,0440351626,10
3537,24609,0679728759,8
3540,24623,0399146253,6
3547,24659,050552287X,6
3555,24790,0345443284,8
3557,24824,0312195516,5
3558,24853,0732259037,8
3560,24868,0349112363,10
3565,24916,0451199650,6
3567,24936,0316605107,10
3569,24944,0425180964,9
3570,24944,0425164896,8
3571,24956,0399139060,5
3576,25003,158005031X,10
3577,25008,0385505833,6
3580,25008,0517703963,1
3581,25010,0806961198,7
3582,25012,0446387878,8
3583,25012,0345415094,8
3584,25012,0743229495,8
3585,25019,0553279912,8
3588,25062,0345441036,10
3589,25067,0140196153,2
3591,25071,0440224837,7
3592,25078,0449232921,5
3593,25078,0515108030,7
3598,25124,0394572343,9
3600,25134,158721833X,9
3602,25143,0441009425,9
3605,25162,1413707343,10
3607,25180,0743250443,9
3612,25224,0525945563,8
3616,25249,0762403004,7
3617,25252,0821772953,8
3618,25257,0380777169,7
3619,25258,0060168706,8
3622,25280,0310209307,10
3623,25280,0849944783,8
3624,25288,1582341400,9
3626,25310,0553582704,7
3627,25320,067082982X,1
3628,25327,0872860051,6
3639,25386,0684852624,7
3640,25388,0061092894,10
3650,25391,042518630X,2
3655,25452,0609802224,5
3656,25456,0385484518,10
3658,25494,0553573926,5
3660,25500,0060928336,8
3671,25536,0380731851,7
3675,25592,0446604801,8
3676,25594,0743222199,10
3678,25613,1841764027,8
3679,25616,0385504209,8
3680,25641,0380732335,9
3681,25656,0440213525,10
3682,25667,0025354817,7
3689,25681,1577311523,10
3692,25709,0529064634,10
3693,25732,0525933700,7
3698,25768,0646239252,3
3699,25780,0553265741,7
3701,25798,1558743790,8
3703,25806,0440193281,9
3704,25806,0446362921,10
3708,25844,0670030643,8
3709,25844,0609804138,9
3710,25844,0451526554,7
3714,25908,0312203578,3
3715,25909,0380789035,10
3717,25934,1565123638,8
3719,25948,0451204530,7
3721,25967,0684824620,7
3722,25969,0684853302,5
3724,25970,0679723692,8
3725,25978,067945733X,5
3728,26008,0670479586,10
3729,26009,0425182878,10
3732,26017,1400034779,8
3734,26025,006101351X,10
3737,26037,0446353728,6
3738,26038,0425083837,8
3740,26041,0553801279,8
3741,26041,0849943124,7
3742,26041,089296720X,7
3743,26043,0679445315,10
3746,26058,0747553181,6
3752,26125,0375421599,7
3754,26132,0345335406,10
3761,26193,0446606324,7
3762,26197,0866119949,8
3763,26206,0449907481,6
3765,26206,0394756827,8
3766,26206,0375703764,9
3767,26206,0060995106,6
3769,26206,0735611319,10
3774,26238,0385720920,7
3775,26249,044023722X,8
3776,26254,0684810166,5
3778,26258,039912845X,7
3779,26258,0807067644,6
3782,26287,0609610546,8
3784,26300,0446607657,9
3787,26322,0887763502,5
3788,26333,0786881852,7
3790,26335,038081403X,7
3795,26361,155874262X,7
3796,26364,1587153602,7
3798,26369,0684857855,9
3800,26370,0440940605,8
3803,26389,0812550773,8
3806,26453,0312979770,7
3811,26488,0446604666,5
3814,26501,0380789035,8
3817,26530,1581820089,8
3820,26534,0312195516,9
3825,26563,0743457943,6
3831,26596,0679730524,6
3832,26602,0375706143,8
3845,26637,0671032992,8
3846,26637,0679432965,7
3848,26657,1573227226,7
3865,26801,0312422156,7
3866,26801,1551668998,8
3869,26834,0671689231,10
3870,26834,0782124674,6
3871,26838,0060976926,5
3874,26871,1550024019,7
3876,26886,0425181006,7
3882,26945,0679456996,9
3883,26957,1844262553,8
3884,26959,0806511265,2
3885,26975,0380718340,8
3886,26979,0971880107,2
3887,26979,0440241413,4
3892,26991,0440408903,10
3894,27044,0066214122,8
3895,27044,097189860X,8
3899,27135,0373036736,8
3901,27141,038001503X,10
3902,27147,0061093491,8
3903,27157,006109286X,9
3904,27161,0446606812,9
3911,27237,0449912558,8
3912,27237,044900483X,8
3914,27255,0811814882,5
3917,27283,0312291639,6
3926,27349,0316769487,10
3927,27350,0670894605,5
3929,27350,0375411798,5
3930,27366,0486264696,10
3931,27367,0886774004,9
3932,27399,0446610038,7
3933,27399,0553579606,6
3940,27436,0865471185,9
3943,27438,0553577565,10
3945,27442,1844262553,10
3947,27457,0399144463,8
3948,27458,0451184963,6
3952,27479,0515135739,8
3957,27511,0312192339,8
3958,27531,0679833722,5
3963,27568,0449910237,7
3964,27581,0140010270,8
3966,27598,0441102670,7
3969,27609,0933256256,10
3972,27624,0452264464,8
3974,27635,0375700293,5
3985,27721,0553292498,8
3988,27733,0440225078,10
3989,27738,0671039725,8
3990,27742,0679427422,8
3995,27769,0553571338,8
3997,27780,037570504X,9
4009,27850,0399514074,5
4012,27861,1550501739,6
4013,27873,0066211611,10
4015,27894,0747525722,6
4023,27950,0394725816,7
4026,27954,0312969198,10
4028,27973,0553245503,5
4030,28017,0002310694,7
4034,28023,0451207521,9
4035,28025,067175145X,10
4037,28035,0425166929,9
4038,28035,074322423X,8
4039,28046,0671529595,5
4042,28078,0515132136,6
4048,28105,0345447840,8
4049,28117,0312195516,7
4053,28133,067100042X,8
4058,28166,1878825216,9
4063,28186,0201354934,9
4064,28186,1575210398,5
4067,28195,0553277472,8
4068,28216,0385504209,9
4070,28216,0670030899,7
4073,28230,0425186431,1
4074,28237,0590435132,5
4079,28254,0373484003,9
4081,28262,0971880107,8
4084,28292,0375700757,10
4087,28319,0345433084,8
4090,28326,0807083054,9
4091,28326,0312307314,8
4099,28397,0671461494,9
4100,28398,0441002080,6
4101,28402,0553283936,8
4102,28417,0061015725,7
4104,28438,1579546536,8
4105,28456,0679750169,8
4107,28463,0446606812,8
4114,28518,0375410198,7
4116,28529,0006386075,7
4117,28575,0553212478,8
4119,28575,0385031009,10
4121,28575,0553271067,7
4122,28575,157500108X,6
4126,28603,0195088794,8
4127,28603,0451626095,9
4128,28612,0515090506,7
4131,28630,0385335881,8
4133,28650,0440404193,8
4134,28650,0590847678,10
4135,28661,0060970790,5
4136,28661,0446600253,8
4137,28661,038081904X,7
4142,28705,0786868716,9
4143,28705,0385504209,10
4147,28729,0553293354,8
4150,28776,0590187503,5
4156,28819,0316771635,10
4157,28821,1569246815,9
4159,28866,158062524X,7
4163,28890,1550223208,9
4164,28891,0670865796,7
4172,28949,0425124347,7
4173,28951,0823035832,7
4174,28957,0312171943,8
4177,28965,0380978369,5
4179,28965,1559724749,6
4183,28971,1875989218,8
4184,28973,0140274154,8
4185,28975,0345342968,5
4186,28979,0312263120,5
4187,28992,0307109283,10
4189,29008,0060391626,9
4190,29016,0425185710,8
4195,29030,0345333926,10
4196,29041,068484267X,8
4200,29069,0425146413,8
4204,29080,0425166619,2
4205,29080,0345446666,5
4208,29088,0684830493,7
4211,29128,0373763808,8
4214,29164,0425185710,10
4215,29166,0811830934,5
4216,29173,0140363912,8
4217,29181,0440407028,8
4225,29262,0786884061,10
4230,29272,0440225078,10
4239,29340,055311090X,8
4248,29429,0679777547,8
4249,29429,0312201656,9
4253,29452,0345359925,4
4258,29479,188845136X,10
4260,29482,043935806X,7
4270,29518,031298250X,7
4273,29536,0439139600,8
4274,29546,0061000078,10
4275,29550,0375726349,10
4290,29652,0553256742,9
4292,29661,0812917731,5
4293,29676,0553578693,7
4294,29677,059035342X,10
4296,29695,0449213447,9
4300,29745,0449007170,7
4304,29779,0425133540,7
4309,29839,067943108X,3
4310,29858,0192834029,8
4318,29870,042519129X,8
4319,29870,044900578X,8
4320,29874,0671013955,5
4321,29886,0515133701,8
4322,29891,0140388419,10
4327,29907,0679732187,5
4328,29907,0440235596,7
4330,29907,0449217280,8
4331,29907,0449218112,8
4333,29930,0345281535,7
4335,29939,0812570944,10
4337,29949,0671028367,7
4339,29967,1853260010,9
4344,30015,0061007536,5
4346,30046,0385495641,10
4350,30087,1853260681,7
4354,30094,0743418174,8
4355,30094,0140282033,9
4357,30094,0060175907,9
4360,30119,0671217925,8
4362,30135,0385492413,5
4363,30135,0553801007,9
4364,30138,0440241413,7
4366,30162,0064407462,9
4367,30164,0060987103,7
4369,30172,0064473619,7
4373,30208,0812550390,6
4374,30214,0345380371,9
4377,30222,0312285027,8
4379,30226,0440431808,8
4384,30241,0440415802,6
4393,30270,0060905662,9
4394,30270,0679724141,9
4395,30270,0684191377,8
4397,30282,0385334842,8
4404,30349,0141005343,9
4406,30358,1578562325,6
4408,30373,014023313X,9
4414,30384,088730866X,5
4415,30390,0440241162,3
4416,30390,0425180026,5
4421,30410,0060987103,7
4424,30417,0312265859,8
4428,30455,0380750252,8
4433,30466,0440225639,8
4434,30477,0425171590,7
4436,30491,059035342X,10
4439,30536,0066214122,8
4441,30546,0812969812,6
4445,30558,0515132187,8
4446,30558,0373218974,7
4448,30570,0345360400,8
4449,30575,0671525425,5
4454,30610,0446602736,5
4455,30610,044651652X,10
4459,30625,0156006529,7
4461,30628,0373261020,8
4463,30629,044022165X,9
4464,30635,0312951426,8
4465,30635,0515122564,8
4472,30686,0307115208,7
4476,30701,0062514377,8
4479,30706,0425182878,10
4483,30720,0060502312,5
4484,30720,0553279556,4
4487,30725,0553373684,9
4489,30740,0688105521,6
4500,30781,0380727943,6
4501,30781,0679755403,9
4502,30781,0060509066,10
4503,30781,0811803244,8
4512,30845,0374281602,9
4513,30849,0064405842,7
4524,30910,0399143947,5
4531,30926,0394585852,8
4533,30937,0811836800,8
4535,30953,0446364193,7
4539,30990,0761325743,8
4542,31009,0399145990,9
4544,31023,0380814897,7
4551,31039,0345342968,10
4555,31059,0679885501,8
4556,31060,0064407667,10
4558,31067,0553582801,4
4559,31070,0590419366,10
4560,31074,0345441265,8
4563,31091,0061031429,10
4564,31091,0061094129,8
4566,31104,0553211404,8
4568,31109,0517557134,8
4570,31119,0764552988,10
4574,31149,1885840063,3
4577,31160,0671708635,10
4583,31185,044022165X,9
4584,31188,1853261912,8
4588,31190,1583220410,6
4589,31191,0375706135,6
4590,31199,0843948507,8
4591,31199,0441715923,10
4593,31211,0385420161,8
4595,31211,0345423852,7
4596,31211,1583226443,8
4607,31285,1558743790,7
4608,31285,0446603104,8
4609,31285,0671799177,10
4610,31288,0446607657,7
4620,31325,0140378278,8
4627,31361,0375700757,10
4646,31425,0517118424,4
4649,31435,0312195516,9
4653,31447,0679442626,5
4658,31486,0684854503,5
4659,31490,0060995149,9
4662,31499,0452283086,7
4663,31505,0553375407,10
4665,31515,0451403703,8
4672,31546,0741412497,10
4677,31571,0345332636,10
4680,31598,0883442809,8
4681,31601,0140060898,6
4684,31612,0440213282,5
4685,31620,0345417623,7
4689,31635,0375760911,6
4691,31644,0060193506,4
4693,31647,0142000205,9
4703,31701,037541309X,8
4709,31751,0672317249,5
4710,31757,0060186275,8
4711,31760,0312244266,8
4714,31768,1551666588,7
4719,31785,0786813369,10
4720,31791,0142001805,8
4721,31791,0452260116,7
4722,31818,0440211727,8
4725,31842,039304016X,5
4727,31842,0874514320,5
4731,31856,0425157849,5
4734,31881,1585421286,8
4735,31894,0064400018,9
4738,31909,0786881852,6
4741,31929,0590298380,8
4743,31940,0801009928,7
4745,31944,0312975651,5
4747,31951,0330261878,7
4749,31979,059039696X,10
4752,32008,0670892963,6
4753,32008,0312978332,7
4754,32008,0446609749,7
4766,32046,0385720106,8
4767,32056,0684867621,7
4777,32101,0140119906,10
4786,32134,0373250371,9
4792,32192,0385479565,6
4799,32236,0312243022,9
4801,32246,0061092002,7
4804,32272,038549274X,2
4807,32274,0385498802,7
4810,32274,0312261780,8
4815,32302,0849958016,6
4817,32312,0316313076,8
4818,32314,0385498802,5
4821,32343,0385333862,3
4827,32387,0874066085,1
4833,32428,0439324599,10
4836,32434,0345450051,7
4837,32434,0345450663,7
4838,32439,0140143882,9
4839,32450,0312979479,9
4841,32466,0375708448,6
4842,32469,0553272470,6
4844,32469,0393035433,8
4845,32474,0440223458,8
4846,32481,039914613X,6
4852,32524,0440225701,9
4859,32553,0553096060,7
4865,32628,1840460873,7
4881,32741,006050563X,5
4883,32785,0449212602,8
4888,32805,0609804138,10
4889,32809,0394557816,8
4890,32812,0310247454,10
4892,32839,0671038184,8
4897,32886,0679775439,10
4900,32902,0375700757,8
4901,32902,080211671X,7
4903,32911,0060288140,10
4909,32935,0613080939,10
4910,32937,0062502670,7
4920,33005,0812919211,10
4923,33042,0440413192,8
4924,33042,0553159585,9
4925,33048,0425174379,6
4926,33063,0375503714,4
4932,33094,055337933X,10
4933,33095,0385295081,8
4935,33104,0141182679,10
4938,33113,0345449126,10
4943,33133,0534217982,5
4947,33155,0803712286,8
4948,33157,0345443020,10
4949,33170,0671726889,8
4950,33170,0671746723,5
4952,33187,0440240751,8
4957,33241,0805059857,9
4958,33244,0515136530,9
4960,33249,0142001740,10
4961,33250,0345423402,9
4962,33255,0380977303,8
4963,33269,0385720106,8
4964,33288,0743211375,6
4966,33311,0425083837,9
4967,33318,0385720106,8
4972,33384,038072703X,10
4973,33391,0451184963,9
4974,33391,0451404823,8
4978,33404,0439188768,8
4986,33420,0440212812,5
4987,33420,1573221643,3
4990,33431,0553569155,6
4991,33431,0671892886,8
4995,33458,0441003257,7
5002,33479,0385730586,7
5003,33480,1582614830,8
5006,33533,038549274X,9
5007,33535,0971880107,3
5009,33552,0312265867,8
5012,33585,0385508042,10
5014,33602,0911104674,9
5015,33603,0911104674,10
5017,33618,0394585852,7
5018,33646,0679454454,7
5020,33654,0425176045,6
5022,33665,0449212602,8
5024,33671,1932373489,10
5026,33704,0679753338,9
5027,33706,0671525743,7
5029,33717,1878067303,8
5036,33757,0743246071,8
5037,33758,0192816667,7
5038,33762,1551668912,7
5043,33775,0970777620,10
5044,33778,0060166673,9
5052,33845,0439988330,7
5055,33855,0809232197,9
5059,33875,0971880107,10
5067,33934,0312195516,9
5068,33934,0375410627,9
5073,33991,0425160807,9
5074,34010,0006915612,8
5075,34014,0373835124,5
5076,34030,0671027573,5
5079,34057,0425136191,8
5086,34117,0882666886,6
5087,34127,0525945814,8
5088,34130,0807083054,10
5090,34174,0515131210,8
5091,34175,0440986591,1
5095,34181,0061092088,9
5096,34181,0451203771,8
5098,34181,0446611778,8
5099,34181,0345407288,10
5100,34184,0425177173,7
5101,34194,0765341840,8
5105,34208,0394758285,9
5108,34225,0425094537,7
5113,34243,0141001992,4
5114,34243,1575664461,5
5115,34243,0141310189,6
5116,34243,0451409981,10
5119,34256,0553345796,3
5120,34256,1567185215,5
5124,34276,0440474566,5
5128,34296,1856979490,4
5130,34312,0451161343,7
5131,34314,0345378490,8
5132,34314,0425162788,6
5133,34314,0425170349,5
5134,34314,0425083837,7
5137,34325,0425155439,8
5138,34326,0152024417,10
5139,34347,0140187537,9
5144,34383,0345335163,5
5147,34408,0099771519,7
5149,34413,0888784430,10
5151,34428,0062502182,3
5155,34480,0802139256,10
5157,34497,1853261807,4
5160,34511,089009439X,10
5164,34567,0486266885,8
5166,34569,0451526732,1
5170,34577,0806913452,9
5172,34585,0440224055,8
5175,34603,0425155722,8
5180,34622,0672301717,6
5181,34627,0877453292,7
5182,34632,0671038540,7
5183,34652,0800793013,9
5184,34661,0441908721,8
5187,34682,0385721420,8
5189,34688,0525934960,6
5191,34702,0312201656,7
5196,34734,0440222656,8
5197,34735,039592720X,10
5198,34735,0679742220,8
5200,34743,1567511708,8
5204,34781,1575662035,9
5206,34789,0679415602,8
5207,34804,0895771462,7
5208,34804,0684843781,8
5214,34868,0060976845,7
5215,34868,0679442790,4
5219,34924,0515134880,5
5224,34959,0140255087,10
5231,35001,0768420997,10
5233,35009,0849976839,9
5236,35033,0552996181,9
5238,35045,0373501730,8
5240,35063,0060393297,5
5241,35063,0786883251,8
5251,35106,0060928336,9
5252,35108,0345339703,9
5255,35126,0345416260,7
5257,35132,0312866240,7
5261,35154,0399143947,10
5262,35158,1893910245,10
5268,35166,0201626705,5
5271,35191,0452284295,10
5272,35191,0698109597,8
5278,35208,0425177173,10
5280,35220,1579660371,8
5290,35305,0061064297,5
5293,35350,0553582135,5
5295,35384,0440200563,7
5297,35399,0446606456,5
5298,35401,0515127485,8
5305,35513,0971880107,8
5306,35513,006092893X,7
5310,35527,0736908315,5
5314,35533,0375703373,10
5322,35578,0385324057,5
5323,35578,0345446860,8
5325,35598,0743411269,8
5326,35598,080411918X,5
5327,35598,0688171478,7
5336,35637,0395353009,5
5338,35668,0394834852,10
5340,35682,0486293890,9
5341,35692,0345335236,7
5344,35768,0679744460,9
5348,35792,0671698842,3
5349,35794,0836220870,9
5351,35800,0553803220,7
5352,35800,0842384065,8
5366,35877,0670844527,4
5369,35896,0062517139,7
5371,35905,0399145885,6
5372,35905,0399145621,7
5376,35935,0345316770,6
5378,35957,8445073850,7
5381,35964,044651862X,9
5382,35964,044900578X,5
5383,35964,0061031445,7
5384,35964,0312979452,8
5385,35964,0312980124,7
5390,36067,0385720106,5
5391,36072,0380809362,8
5392,36088,1894294483,9
5394,36114,0553210092,7
5405,36139,0140274782,8
5412,36197,0452264464,8
5414,36206,0743242203,3
5415,36207,0312962452,5
5420,36240,0060924985,5
5422,36270,067973743X,9
5425,36273,0142000329,7
5426,36291,0689826990,8
5427,36295,0425167313,7
5428,36302,0312978367,2
5430,36351,0864734263,8
5438,36430,0450411435,8
5439,36440,0375762469,8
5441,36442,0679744398,10
5442,36442,0812515285,10
5443,36442,0812568648,8
5448,36458,1591290562,3
5449,36465,0771068069,8
5455,36484,1892016508,9
5462,36496,0552998486,9
5473,36614,034542705X,8
5475,36622,155874424X,9
5476,36623,0842329129,10
5479,36632,0385720106,9
5480,36632,0142000205,8
5482,36656,0971880107,8
5483,36666,0571191975,8
5503,36758,067103992X,10
5506,36775,0740723367,9
5508,36782,0671748742,5
5509,36788,0451169522,9
5515,36874,0140277439,10
5520,36893,0515132136,7
5522,36909,0060930187,10
5523,36910,0140050000,7
5525,36912,0671867156,8
5526,36912,0871138190,6
5528,36918,0375724370,3
5529,36933,0066238501,10
5534,36962,0425152251,7
5535,36963,0486278026,10
5536,36979,0380600129,9
5542,37020,0373196040,10
5544,37036,0061099694,7
5549,37051,0440236673,7
5551,37051,0310242428,9
5553,37070,0609809571,9
5554,37074,0971880107,8
5555,37074,0156005891,10
5558,37085,0618011730,8
